fc_id,url,claim_short,claim_source,verdict_img,claim,date,categories
no-evidence-low-covid-19-case-rate-in-sweden-due-herd-immunity-vaccines-dont-create-variants-the-bla.html,https://healthfeedback.org/claimreview/no-evidence-low-covid-19-case-rate-in-sweden-due-herd-immunity-vaccines-dont-create-variants-the-blaze/,Sweden obliterates the lie of ‘vaccines’ as ticket to ending pandemic; mass vaccination create vaccine-mediated viral enhancement,https://web.archive.org/web/20211117102446/https:/www.theblaze.com/op-ed/horowitz-sweden-obliterates-the-lie-of-vaccines-as-ticket-to-ending-pandemic,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"The fact that Sweden has never gotten a Delta wave demonstrates that natural immunity alone would have ended this pandemic; vaccinologists like Geert Vanden Bossche and Luc Montagnier were correct when they predicted that mass vaccination with a suboptimal, non-sterilizing vaccine in middle of a pandemic would create vaccine-mediated viral enhancement",16 Nov. 2021,"[""Factually inaccurate"", ""Inadequate support""]"
no-evidence-sars-cov-2-engineered-laboratory-contrary-to-li-meng-yan__.html,https://healthfeedback.org/claimreview/no-evidence-sars-cov-2-engineered-laboratory-contrary-to-li-meng-yan/,The SARS-CoV-2 virus was engineered in a laboratory and deliberately released,https://web.archive.org/web/20220503100126/https://anonhq.com/breaking-chinese-doctor-says-covid-19-release-was-intentional/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Dr. Li-Meng Yan, a Chinese virologist, stated that the virus was ‘no accident.’ That it was lab-produced and released with intent; Dr. Yan fled China after providing evidence that the COVID-19 virus was created in a laboratory",30 Apr. 2022,"[""Inadequate support""]"
no-evidence-suggests-a-causal-link-between-ivermectin-recommendation-and-the-decline-of-covid-19-cas.html,https://healthfeedback.org/claimreview/no-evidence-suggests-a-causal-link-between-ivermectin-recommendation-and-the-decline-of-covid-19-cases-in-the-indian-state-of-uttar-pradesh/,'The most populated state in India just declared they are officially COVID-19 free after promoting widespread use of the safe proven medicine',https://archive.is/1iVg0,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,'The most populated state in India just declared they are officially COVID-19 free after promoting widespread use of the safe proven medicine',2 Oct. 2021,"[""Inadequate support"", ""Factually inaccurate""]"
no-evidence-suggests-that-pfizers-smoking-cessation-medication-chantix-increases-the-risk-of-cancer-.html,https://healthfeedback.org/claimreview/no-evidence-suggests-that-pfizers-smoking-cessation-medication-chantix-increases-the-risk-of-cancer-recall-of-this-product-is-irrelevant-to-the-safety-of-covid-19-vaccines/,It took 15 years to uncover Chantix’s carcinogenic effects; there are reasons for being skeptical of something that hasn’t even been established/approved for a full 12 months,https://archive.md/lATRL,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"Chantix was approved by FDA for use in 2006, it took until June 2021 for them to realize there was unacceptable levels of cancer causing nitrosamines in it forcing the folks over the big P company to halt production and recall. In other words, their research of it’s [sic] effects in the human body took 15 years to uncover. 15 years to figure out that it is dangerous. Just a little food for thought next time some of you feel compelled to call others selfish or stupid for being skeptical of something that hasn’t even been established/approved for a full 12 months",15 Sep. 2021,"[""Lacks context"", ""Flawed reasoning""]"
no-evidence-support-claim-solfeggio-frequencies-remove-toxins-from-body__.html,https://healthfeedback.org/claimreview/no-evidence-support-claim-solfeggio-frequencies-remove-toxins-from-body/,"Solfeggio frequencies can regenerate the body, remove toxins, remove negativity",https://web.archive.org/web/20220929131924/https://video.xx.fbcdn.net/v/t42.1790-2/308100126_1771655713202022_5014616667231072189_n.mp4?_nc_cat=105&ccb=1-7&_nc_sid=985c63&efg=eyJybHIiOjMwMCwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_ohc=SxKuGJaudGEAX8aWKBa&rl=300&vabr=94&_nc_ht=video-atl3-2.xx&oh=00_AT9r0KsW4us1eGxoGJzubQuPuBTKirCc4-nswQ9S-UR7LA&oe=6335B94F,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Solfeggio frequencies can regenerate the body, remove toxins, remove negativity",19 Sep. 2022,"[""Inadequate support""]"
no-evidence-that-coronavirus-genetic-sequences-were-fabricated-contrary-to-preprint-by-li-meng-yan-a.html,https://healthfeedback.org/claimreview/no-evidence-that-coronavirus-genetic-sequences-were-fabricated-contrary-to-preprint-by-li-meng-yan-and-colleagues/,Fabricated genetic sequences were used to support the hypothesis that the virus arose naturally,https://archive.is/hFHaO,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Fabricated genetic sequences were used to support the hypothesis that the virus arose naturally; One final proof of this conclusion is the fact that all of these viruses share a 100% amino acid sequence identity on the E protein with bat coronaviruses ZC45 and ZXC21, which, as revealed in our earlier report, should be the template/backbone used for the creation of SARS-CoV-2. [...] The 100% identity observed here, therefore, further proves that the sequences of these recently published novel coronaviruses have been fabricated.",8 Oct. 2020,"[""Inadequate support"", ""Incorrect""]"
no-evidence-that-covid-19-vaccines-cause-more-severe-disease-antibody-dependent-enhancement-has-not-.html,https://healthfeedback.org/claimreview/no-evidence-that-covid-19-vaccines-cause-more-severe-disease-antibody-dependent-enhancement-has-not-been-observed-in-clinical-trials/,COVID-19 vaccines will cause more severe disease through antibody-dependent enhancement,https://archive.vn/EBj6H,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"We will likely be warned of a new, more deadly strain of the virus, shortly after the vaccine is widely distributed, which will justify further lockdowns. It’s called antibody-dependent enhancement; Is no one concerned about the potential for disease enhancement and turning this current virus into a very real problem for the masses who are not currently at risk?",21 Nov. 2020,"[""Unsupported"", ""Inaccurate""]"
no-evidence-that-the-fall-in-covid-19-cases-in-indonesia-is-linked-to-the-use-of-ivermectin__.html,https://healthfeedback.org/claimreview/no-evidence-that-the-fall-in-covid-19-cases-in-indonesia-is-linked-to-the-use-of-ivermectin/,Ivermectin played a role on the steep decline of COVID-19 cases in Indonesia,https://archive.is/OUWFo,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"""Ivermectin played a role on the steep decline of COVID-19 cases"" in Indonesia",9 Oct. 2021,"[""Unsupported""]"
no-evidence-that-the-milk-protein-casein-causes-cancer-claim-is-based-on-animal-studies-involving-ot.html,https://healthfeedback.org/claimreview/no-evidence-that-the-milk-protein-casein-causes-cancer-claim-is-based-on-animal-studies-involving-other-well-known-risk-factors-for-liver-cancer-like-hepatitis-b-virus-infection/,Milk from cows 'has the most relevant carcinogen ever identified’ and ‘turns on cancer',https://archive.ph/xFPYP,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,Milk from cows 'has the most relevant carcinogen ever identified’ and ‘turns on cancer',30 Jan. 2019,"[""Unsupported"", ""Misleading""]"
no-evidence-that-using-a-face-mask-helps-coronavirus-enter-the-brain-contrary-to-claim-by-russell-bl.html,https://healthfeedback.org/claimreview/no-evidence-that-using-a-face-mask-helps-coronavirus-enter-the-brain-contrary-to-claim-by-russell-blaylock/,"'New evidence shows wearing face mask can help coronavirus enter the brain and pose more health risk, warn expert'",https://archive.is/BSPgc,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"'New evidence shows wearing face mask can help coronavirus enter the brain and pose more health risk, warn expert'",18 May 2020,"[""Unsupported"", ""Incorrect""]"
no-evidence-us-funded-bioweapon-labs-ukraine-claims-misrepresent-us-cooperative-threat-reduction-pro.html,https://healthfeedback.org/claimreview/no-evidence-us-funded-bioweapon-labs-ukraine-claims-misrepresent-us-cooperative-threat-reduction-program/,There are U.S.-funded bioweapon labs in countries surrounding Russia; Pentagon Funded Bio-Weapons Labs in the Ukraine,https://archive.ph/xH4FW,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,Pentagon Funded Bio-Weapons Labs in the Ukraine,5 Mar. 2022,"[""Inadequate support""]"
no-hiv-insertions-were-not-identified-in-the-2019-coronavirus-contrary-to-claims-based-on-questionab.html,https://healthfeedback.org/claimreview/no-hiv-insertions-were-not-identified-in-the-2019-coronavirus-contrary-to-claims-based-on-questionable-bioinformatics-study/,Coronavirus contains 'HIV insertions',http://archive.md/Unt1w,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Coronavirus contains 'HIV insertions', stoking fears over artificially created bioweapon",31 Jan. 2020,"[""Inaccurate"", ""Misrepresents a complex reality""]"
no-increased-risk-of-autism-observed-in-african-american-boys-associated-with-mmr-vaccine-claim-base.html,https://healthfeedback.org/claimreview/no-increased-risk-of-autism-observed-in-african-american-boys-associated-with-mmr-vaccine-claim-based-on-erroneous-study-retracted-in-2014/,The CDC found a 236% increased risk of autism in African-American boys associated with the MMR vaccine,https://www.facebook.com/HealthFreedomLA/photos/a.1693705054284699/2534992776822585/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,The CDC found a 236% increased risk of autism in African-American boys associated with the MMR vaccine,8 Aug. 2014,"[""Inaccurate"", ""Misleading""]"
no-increased-risk-of-miscarriage-from-covid-19-vaccines-or-other-safety-concerns-for-pregnant-women-.html,https://healthfeedback.org/claimreview/no-increased-risk-of-miscarriage-from-covid-19-vaccines-or-other-safety-concerns-for-pregnant-women-or-their-babies/,'920 Women Lose Their Unborn Babies After Getting Vaccinated',https://archive.md/rKTQH,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,'920 Women Lose Their Unborn Babies After Getting Vaccinated'; '571 miscarriages following the Covid vax that have been reported in the U.S.',3 Jun. 2021,"[""Inadequate support"", ""Unsupported"", ""Misleading""]"
no-marijuana-and-ginger-have-not-been-shown-to-cure-covid-19__.html,https://healthfeedback.org/claimreview/no-marijuana-and-ginger-have-not-been-shown-to-cure-covid-19/,"Boil weed and ginger for Covid-19 victims, the virus will vanish",http://archive.md/tI2UK,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Boil weed and ginger for Covid-19 victims, the virus will vanish",27 Mar. 2020,"[""Inaccurate""]"
no-mercury-or-aluminum-in-vaccines-ingredients-arent-associated-with-disease-mark-ghalili__.html,https://healthfeedback.org/claimreview/no-mercury-or-aluminum-in-vaccines-ingredients-arent-associated-with-disease-mark-ghalili/,We allow toxic metals such as aluminum and mercury in shots,https://perma.cc/RWR6-Q9QU?view-mode=client-side&type=image,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,We allow toxic metals such as aluminum and mercury in shots,31 Aug. 2022,"[""Factually inaccurate"", ""Misleading""]"
no-not-every-u-s-election-year-has-had-a-disease-outbreak-and-covid-19-transmissibility-is-unconfirm.html,https://healthfeedback.org/claimreview/no-not-every-u-s-election-year-has-had-a-disease-outbreak-and-covid-19-transmissibility-is-unconfirmed/,Every election year has a disease; coronavirus has a contagion factor of 2,https://www.facebook.com/photo.php?fbid=10218187018599484,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Every election year has a disease; coronavirus has a contagion factor of 2; coronavirus has a cure rate of 99.7% for those under 50 it infects,2 Mar. 2020,"[""Inaccurate"", ""Misleading""]"
no-science-has-not-proven-that-cannabis-cures-cancer-even-though-it-helps-manage-some-symptoms-arisi.html,https://healthfeedback.org/claimreview/no-science-has-not-proven-that-cannabis-cures-cancer-even-though-it-helps-manage-some-symptoms-arising-from-cancer/,There Are Now 100 Scientific Studies That Prove Cannabis Cures Cancer,https://archive.fo/fW1IO,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,There Are Now 100 Scientific Studies That Prove Cannabis Cures Cancer,12 Jul. 2018,"[""Overstates scientific confidence"", ""Misleading""]"
no-scientific-data-support-existence-orgone-ability-to-cure-cancer-wilhelm-reich__.html,https://healthfeedback.org/claimreview/no-scientific-data-support-existence-orgone-ability-to-cure-cancer-wilhelm-reich/,Wilhelm Reich invented a way to cure cancer,https://web.archive.org/web/20220527100211/https://m.facebook.com/Altered-States-118530451563563/photos/5110466685703223,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Wilhelm Reich invented a way to cure cancer using an orgone accumulator, which concentrate orgone energy",14 May 2022,"[""Inadequate support""]"
no-scientific-evidence-for-claim-by-pathologist-ryan-cole-that-covid-19-vaccines-weaken-the-immune-s.html,https://healthfeedback.org/claimreview/no-scientific-evidence-for-claim-by-pathologist-ryan-cole-that-covid-19-vaccines-weaken-the-immune-system/,COVID-19 vaccines weaken the immune system; Idaho doctor reports a ‘20 times increase’ of cancer in vaccinated patients,https://archive.ph/TXX80,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Idaho doctor reports a ‘20 times increase’ of cancer in vaccinated patients; Since January 1, in the laboratory, I’ve seen a 20-times increase of endometrial cancer over what I see on an annual basis; We’re modifying the immune system to a weakened state [with the vaccine]",13 Sep. 2021,"[""Inadequate support""]"
